Shape,date,time,title,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,latitude,longitude,country_name,state,gazetteer_closest_point,gazetteer_distance
"(73.82880000000006, 15.495100000000036)",22/05/2014 09:00,09:00,"Altinho, Goa","Altinho, Goa",1km,landslide,downpour,small,above_road,0,0,15.4951,73.8288,India,Goa,Marmagao,10.54
"(94.34150000000005, 25.06340000000006)",31/07/2015 23:00,23:00,Naga Gate along the Ukhrul-Imphal route,Naga Gate along the Ukhrul-Imphal route,10km,mudslide,continuous_rain,medium,above_road,0,0,25.0634,94.3415,India,Manipur,Chattrik,30.26
"(83.88470000000007, 21.786000000000058)",10/08/2013 10:00,10:00,A Coal Mine In Sundergarh District Of Odisha,A Coal Mine In Sundergarh District Of Odisha,25km,landslide,downpour,medium,unknown,7,2,21.786,83.8847,India,Orissa,Jharsuguda,16
"(76.73290000000003, 9.998300000000029)",22/06/2014 03:00,03:00,"Kadavoor, Kerala","Kadavoor, Kerala",5km,landslide,rain,medium,unknown,0,0,9.9983,76.7329,India,Kerala,Muvattupula,17.54
"(94.10570000000007, 25.62630000000007)",20/08/2015 18:00,18:00,between Phesama and Kuima in Nagaland,between Phesama and Kuima in Nagaland,5km,landslide,continuous_rain,medium,below_road,0,0,25.6263,94.1057,India,Nagaland,Sochumei,21.07
"(73.36790000000008, 18.768700000000024)",01/08/2015 15:15,15:00,Khandala tunnel,Khandala tunnel,1km,rock_fall,continuous_rain,medium,above_road,0,0,18.7687,73.3679,India,Maharashtra,Lonoavale,4.41
"(73.50860000000006, 18.397800000000075)",03/08/2016 09:00,09:00,"Lavasa near Ekaant Hotel Resort in Davse, Pune District, India","Lavasa near Ekaant Hotel Resort in Davse, Pune District, India",1km,landslide,downpour,medium,above_road,0,0,18.3978,73.5086,India,Maharashtra,Divada,25.83
"(91.86660000000006, 25.57720000000006)",23/09/2014 03:00,03:00,Mawbah under Mawprem area,Mawbah under Mawprem area,5km,landslide,continuous_rain,small,urban,8,1,25.5772,91.8666,India,Meghalaya,Rangshken,17.82
"(94.52470000000005, 26.31850000000003)",14/06/2016 08:00,08:00,"lower Majakong Ward, Mokokchung, Nagaland, India","lower Majakong Ward, Mokokchung, Nagaland, India",1km,landslide,continuous_rain,medium,retaining_wall,0,0,26.3185,94.5247,India,Nagaland,Nagaland,14.13
"(91.78960000000006, 26.18440000000004)",26/06/2014 23:00,23:00,Bamunimaidam,Bamunimaidam,5km,landslide,continuous_rain,small,unknown,1,0,26.1844,91.7896,India,Assam,Gauhati,3.76
"(76.37380000000007, 9.943100000000072)",02/08/2014 09:00,09:00,"Thiruvankulam, Kerala","Thiruvankulam, Kerala",50km,landslide,continuous_rain,small,above_road,0,0,9.9431,76.3738,India,Kerala,Tripunittura,2.46
"(78.16770000000008, 29.955100000000073)",17/07/2016 09:00,09:00,"Railway tunnel a few kilometres from the Haridwar railway station, between Haridwar and Dehradun, Uttarakhand, India","Railway tunnel a few kilometres from the Haridwar railway station, between Haridwar and Dehradun, Uttarakhand, India",exact,mudslide,downpour,medium,above_road,0,0,29.9551,78.1677,India,Uttaranchal,Jwalapur,6.66
"(74.94890000000004, 33.02890000000008)",03/01/2010 02:00,02:00,Pilgrim killed,Vaishnodevi in Trikuta hills of Reasi district,5km,landslide,downpour,medium,unknown,0,1,33.0289,74.9489,India,Jammu and Kashmir,Riasi,12.79
"(73.02260000000007, 19.08110000000005)",18/06/2013 10:30,10:00,"Sainath Stone Quarry, Rikunda Village, Turbhe, Navi Mumbai, Maharashtra","Sainath Stone Quarry, Rikunda Village, Turbhe, Navi Mumbai, Maharashtra",5km,landslide,continuous_rain,medium,unknown,3,2,19.0811,73.0226,India,Maharashtra,Trombay,10.58
"(77.05880000000008, 30.89740000000006)",03/10/2016 11:00,11:00,"Chakki-Ka-Mor, about 10 km from Parwanoo","Chakki-Ka-Mor, about 10 km from Parwanoo",10km,landslide,construction,medium,above_road,0,0,30.8974,77.0588,India,Himachal Pradesh,Gannja,12.04
"(72.81020000000007, 18.977400000000046)",29/08/2011 12:30,12:00,the 10-storeyed Hill View building the 10-storeyed Hill View building,the 10-storeyed Hill View building the 10-storeyed Hill View building,1km,landslide,downpour,medium,retaining_wall,1,3,18.9774,72.8102,India,Maharashtra,Bombay,13.67
"(74.56644558700003, 33.29475374400005)",09/08/2015 13:00,01:00,Houses damaged,Khwas tehsil of Rajouri district,5km,landslide,downpour,medium,above_road,0,0,33.29475374,74.56644559,India,Jammu and Kashmir,Kot Bainka,9.35
"(80.23640000000006, 30.070500000000038)",19/07/2015 15:00,15:00,Sandrathi village of Munsiyari block of Pithoragarh district,Sandrathi village of Munsiyari block of Pithoragarh district,1km,rock_fall,monsoon,small,natural_slope,1,0,30.0705,80.2364,India,Uttaranchal,Mathkot,7.29
"(91.78250000000008, 26.196100000000058)",22/06/2016 12:00,12:00,"Piyali Phukan Nagar, Guwahati, India","Piyali Phukan Nagar, Guwahati, India",5km,mudslide,downpour,medium,natural_slope,1,0,26.1961,91.7825,India,Assam,Gauhati,3.33
"(88.52940000000007, 27.175800000000038)",14/01/2016 05:15,05:00,NH10 in Rangpo,NH10 in Rangpo,1km,rock_fall,unknown,medium,above_road,1,5,27.1758,88.5294,India,Sikkim,Kalimpong,12.38
"(84.06960000000004, 24.04060000000004)",18/07/2015 17:30,17:00,Kharganjuwa hill near Barki Lami pahar 30km from Daltonganj,Kharganjuwa hill near Barki Lami pahar 30km from Daltonganj,50km,mudslide,continuous_rain,medium,natural_slope,0,0,24.0406,84.0696,India,Jharkhand,Daltonganj,0.47
"(77.85610000000008, 31.57280000000003)",29/08/2016 23:00,23:00,NH-05 near Chaura village,NH-05 near Chaura village,5km,rock_fall,continuous_rain,medium,above_road,0,0,31.5728,77.8561,India,Himachal Pradesh,Sarahan,8.25
"(92.71870000000007, 23.731300000000033)",14/09/2015 01:30,01:00,"Aizawl, Mizoram, India","Aizawl, Mizoram, India",5km,landslide,downpour,medium,above_road,0,0,23.7313,92.7187,India,Mizoram,Aizwal,9.12
"(73.00900000000007, 19.190000000000055)",21/06/2016 09:00,09:00,"Parsik Tunnel between Thane and Kalyan railway stations, India","Parsik Tunnel between Thane and Kalyan railway stations, India",1km,landslide,downpour,small,above_road,0,0,19.19,73.009,India,Maharashtra,Thana,6.41
"(92.72640000000007, 24.520400000000052)",18/05/2016 08:00,08:00,"Bilaipur, Hailakandi district, Assam, India","Bilaipur, Hailakandi district, Assam, India",1km,landslide,continuous_rain,unknown,unknown,2,0,24.5204,92.7264,India,Assam,Umednagar,12.28
"(75.24760000000003, 12.84460000000007)",18/06/2013 08:00,08:00,"Tottilagundi, Dakshina Kannada District","Tottilagundi, Dakshina Kannada District",unknown,landslide,rain,medium,unknown,4,7,12.8446,75.2476,India,Karnataka,Puttur,11.28
"(91.75200000000007, 27.55230000000006)",22/04/2016 21:30,21:00,"Thongleng village, Lumla, Tawang, Arunachal Pradesh, India","Thongleng village, Lumla, Tawang, Arunachal Pradesh, India",10km,landslide,continuous_rain,medium,unknown,2,4,27.5523,91.752,India,Arunachal Pradesh,Twang Shyo,12.91
"(74.79900000000004, 33.94450000000006)",30/03/2015 00:00,00:00,16 dead in Chadoora,Laden in Chadoora,5km,landslide,continuous_rain,medium,unknown,16,0,33.9445,74.799,India,Jammu and Kashmir,Kasba,1.94
"(72.84060000000005, 19.120900000000063)",12/06/2015 11:15,11:00,"Gilbert Hill, Andheri West, Mumbai","Gilbert Hill, Andheri West, Mumbai",1km,landslide,downpour,small,above_road,0,2,19.1209,72.8406,India,Maharashtra,Bombay,4.64
"(75.48560000000003, 11.83480000000003)",27/07/2015 09:30,09:00,"near a hill at Puthuvacherry, in Peralassery in Kannur","near a hill at Puthuvacherry, in Peralassery in Kannur",5km,mudslide,mining,small,urban,2,0,11.8348,75.4856,India,Kerala,Kuttaparamba,8.63
"(78.87430000000006, 16.078100000000063)",23/07/2016 23:00,23:00,"road leading to Patala Ganga and the ropeway in Srisailam, Andhra Pradesh, India","road leading to Patala Ganga and the ropeway in Srisailam, Andhra Pradesh, India",1km,rock_fall,downpour,medium,above_road,0,0,16.0781,78.8743,India,Andhra Pradesh,Srisailam,0.34
"(91.89300000000009, 25.583000000000027)",23/09/2015 15:00,15:00,"Shillong, Meghalaya, India","Shillong, Meghalaya, India",5km,landslide,downpour,medium,natural_slope,2,1,25.583,91.893,India,Meghalaya,Shillong,15.78
"(78.08030000000008, 30.430500000000052)",19/07/2014 05:00,05:00,"Mussoorie, Uttarakhand","Mussoorie, Uttarakhand",10km,landslide,rain,small,above_road,0,0,30.4305,78.0803,India,Uttaranchal,Mussorie,3.6
"(91.85690000000005, 27.579900000000066)",22/04/2016 02:30,02:00,"Tawang, Arunachal Pradesh","Tawang, Arunachal Pradesh",5km,landslide,continuous_rain,medium,above_road,17,0,27.5799,91.8569,India,Arunachal Pradesh,Twang Shyo,2.18
"(74.88590000000005, 12.896200000000022)",16/07/2016 15:00,15:00,"Kulashekara-Konguru Mutt Road (Kongoor Mutt Road) near Mangaluru Junction-Panambur Railway line, near Mangaluru, India","Kulashekara-Konguru Mutt Road (Kongoor Mutt Road) near Mangaluru Junction-Panambur Railway line, near Mangaluru, India",5km,landslide,construction,small,above_road,0,0,12.8962,74.8859,India,Karnataka,Mangalore,5.54
"(74.87990000000008, 33.08520000000004)",05/07/2013 23:00,23:00,"Reasi District, Jammu And Kashmir","Reasi District, Jammu And Kashmir",50km,landslide,downpour,medium,unknown,1,2,33.0852,74.8799,India,Jammu and Kashmir,Riasi,4.85
"(73.92140000000006, 15.541900000000055)",17/08/2013 15:00,15:00,Pilgao-Narvem,Pilgao-Narvem,25km,landslide,downpour,medium,unknown,0,1,15.5419,73.9214,India,Goa,Mapuca,13.27
"(80.47030000000007, 26.322100000000034)",13/07/2016 23:00,23:00,"Chandanpur village, Maharajpur, Kanpur, India","Chandanpur village, Maharajpur, Kanpur, India",1km,mudslide,monsoon,medium,unknown,2,3,26.3221,80.4703,India,Uttar Pradesh,Kanpur Chakeri,10.63
"(79.14640000000009, 29.15850000000006)",23/07/2014 23:30,23:00,Boulder hit bus,"Bajpur, Uttarakhand",25km,rock_fall,downpour,small,above_road,2,0,29.1585,79.1464,India,Uttaranchal,Shafakhana,0.26
"(76.80760000000004, 11.346400000000074)",13/04/2016 13:00,13:00,a construction site on Tiger Hill Road,a construction site on Tiger Hill Road,5km,mudslide,construction,small,unknown,1,0,11.3464,76.8076,India,Tamil Nadu,Coonoor,1.5
"(77.21350000000007, 28.57140000000004)",29/01/2015 10:00,10:00,construction site in East Kidwai Nagar,construction site in East Kidwai Nagar,1km,mudslide,unknown,small,mine,1,3,28.5714,77.2135,India,Delhi,Safdarjung,1.48
"(88.18350000000004, 26.884300000000053)",30/06/2015 23:00,23:00,"Limbu Dhura, Tingling","Limbu Dhura, Tingling",25km,landslide,downpour,medium,unknown,19,0,26.8843,88.1835,India,West Bengal,Kurseong,9.49
"(91.88060000000007, 26.10280000000006)",22/08/2015 09:00,09:00,Natonal Highway in Jorabat area,Natonal Highway in Jorabat area,5km,landslide,continuous_rain,medium,above_road,0,0,26.1028,91.8806,India,Assam,Pomahi,1.52
"(73.77460000000008, 19.340000000000032)",10/07/2016 08:30,08:00,"Ahmednagar-Thane Road , Malshej Ghat, Maharashtra, India","Ahmednagar-Thane Road , Malshej Ghat, Maharashtra, India",1km,landslide,unknown,medium,above_road,1,0,19.34,73.7746,India,Maharashtra,Harischandra Range,13.68
"(76.33740000000006, 32.22410000000008)",31/07/2015 18:00,18:00,Chohla village of Kajlot panchayat,Chohla village of Kajlot panchayat,1km,debris_flow,continuous_rain,medium,deforested_slope,0,0,32.2241,76.3374,India,Himachal Pradesh,Dharmsala,1.77
"(72.56600000000003, 23.039600000000064)",20/11/2009 18:30,18:00,"Parimal underpass near Juta Bazaar, Ahmedabad, Gujrat State","Parimal underpass near Juta Bazaar, Ahmedabad, Gujrat State",10km,landslide,construction,medium,unknown,5,1,23.0396,72.566,India,Gujarat,Ahmadabad,0.11
"(75.24400000000009, 33.23590000000007)",23/02/2014 18:00,18:00, Ramban district of Jammu and Kashmir, Ramban district of Jammu and Kashmir,5km,landslide,unknown,large,above_road,2,0,33.2359,75.244,India,Jammu and Kashmir,Chaunkri,20.71
"(93.37830000000008, 23.53970000000004)",28/07/2016 23:00,23:00,"Ngur, near Mizoram-Myanmar border, India","Ngur, near Mizoram-Myanmar border, India",1km,landslide,continuous_rain,medium,unknown,2,6,23.5397,93.3783,India,Mizoram,Ngente,6.42
"(93.03850000000006, 27.36000000000007)",15/07/2015 08:00,08:00,Type-IV Colony of Seppa in East Kameng,Type-IV Colony of Seppa in East Kameng,5km,landslide,monsoon,medium,urban,3,0,27.36,93.0385,India,Arunachal Pradesh,Rang,1.06
"(78.46060000000006, 17.465500000000077)",17/10/2016 07:00,07:00,Ferozeguda,Ferozeguda,1km,mudslide,construction,medium,mine,1,3,17.4655,78.4606,India,Telangana,Hyderabad,1.73
"(73.06180000000006, 19.267700000000048)",02/09/2014 18:00,18:00,Gayatri Nagar,Gayatri Nagar,10km,landslide,continuous_rain,small,unknown,1,7,19.2677,73.0618,India,Maharashtra,Bhiwandi,3.48
"(94.52820000000008, 26.010100000000023)",26/07/2016 23:00,23:00,"Zunheboto, Nagaland, India","Zunheboto, Nagaland, India",5km,landslide,downpour,medium,retaining_wall,0,0,26.0101,94.5282,India,Nagaland,Yezami,6.96
"(73.31100000000004, 19.029000000000053)",22/06/2015 06:15,06:00,Village Mohechiwadi under Karjat taluka of Raigad district,Village Mohechiwadi under Karjat taluka of Raigad district,1km,landslide,continuous_rain,medium,unknown,5,0,19.029,73.311,India,Maharashtra,Karja,14.71
"(75.77970000000005, 12.945500000000038)",08/07/2015 00:00,00:00,"Yedakumeri, Bengaluru-Mangaluru train","Yedakumeri, Bengaluru-Mangaluru train",50km,landslide,rain,small,above_road,0,0,12.9455,75.7797,India,Karnataka,Sakleshpur,1.01
"(92.71870000000007, 23.734800000000064)",14/09/2015 03:10,03:00,"Aizawl, Mizoram, India","Aizawl, Mizoram, India",5km,landslide,downpour,large,above_road,0,0,23.7348,92.7187,India,Mizoram,Aizwal,9.11
"(90.55490000000003, 25.219300000000032)",19/08/2015 09:00,09:00,NH-62 at Sibbari,NH-62 at Sibbari,10km,landslide,continuous_rain,medium,above_road,0,0,25.2193,90.5549,India,Meghalaya,Durgapur,15.45
"(75.09110000000004, 32.90410000000003)",07/08/2016 03:00,03:00,Kheri near Udhampur,Kheri near Udhampur,25km,landslide,continuous_rain,medium,above_road,0,0,32.9041,75.0911,India,Jammu and Kashmir,Udhampur,4.08
"(77.42660000000006, 30.69350000000003)",26/07/2016 23:00,23:00,"Jwagdhar village, Sangrah, Sirmaur district, Himachal Pradesh, India","Jwagdhar village, Sangrah, Sirmaur district, Himachal Pradesh, India",1km,rock_fall,downpour,large,unknown,2,2,30.6935,77.4266,India,Himachal Pradesh,Nahan,19.91
"(76.12380000000007, 32.56120000000004)",10/03/2015 04:00,04:00,"2 MW Sal-II hydropower project, on the outskirts of Chamba","2 MW Sal-II hydropower project, on the outskirts of Chamba",5km,mudslide,downpour,medium,unknown,0,0,32.5612,76.1238,India,Himachal Pradesh,Chamba,0.41
"(78.03660000000008, 30.487600000000043)",05/08/2012 23:30,23:00,Kempty falls,Kempty falls,1km,rock_fall,unknown,medium,above_river,0,0,30.4876,78.0366,India,Uttaranchal,Mussorie,4.35
"(88.28060000000005, 26.882600000000025)",07/07/2015 23:00,23:00,Kurseong,Kurseong,5km,landslide,continuous_rain,medium,unknown,1,0,26.8826,88.2806,India,West Bengal,Kurseong,0.22
"(73.77930000000003, 19.33600000000007)",03/07/2016 22:00,22:00,"Malshej ghat, Maharashtra, India","Malshej ghat, Maharashtra, India",5km,rock_fall,monsoon,medium,above_road,0,0,19.336,73.7793,India,Maharashtra,Harischandra Range,14.18
"(74.65680000000003, 34.141000000000076)",25/06/2015 09:00,09:00,"NH-1A, 7km from Srinigar","NH-1A, 7km from Srinigar",5km,mudslide,downpour,medium,above_road,0,0,34.141,74.6568,India,Jammu and Kashmir,Palhalan,11.61
"(88.47190000000006, 26.901500000000055)",21/07/2016 09:00,09:00,"NH 10 between Coronation Bridge and Sevoke Kalibari, West Bengal, India","NH 10 between Coronation Bridge and Sevoke Kalibari, West Bengal, India",1km,landslide,rain,medium,above_road,0,0,26.9015,88.4719,India,West Bengal,Shaugaon,12.48
"(72.88890000000004, 19.128700000000038)",31/07/2010 18:20,18:00,"Milimd Nagar slum, Ghatkopar area in suburban Mumbai","Milimd Nagar slum, Ghatkopar area in suburban Mumbai",1km,landslide,downpour,medium,urban,0,0,19.1287,72.8889,India,Maharashtra,Bombay,5.01
"(74.88520000000005, 12.865900000000067)",22/04/2015 16:00,16:00,under the third and fourth Padil-Bajal under-bridge railway tracks,under the third and fourth Padil-Bajal under-bridge railway tracks,1km,mudslide,downpour,small,above_road,0,0,12.8659,74.8852,India,Karnataka,Mangalore,4.59
"(74.79428355600004, 33.954831401000035)",28/03/2015 18:00,18:00,Chontinar village of central Kashmir Budgam district,Chontinar village of central Kashmir Budgam district,50km,landslide,downpour,medium,urban,0,0,33.9548314,74.79428356,India,Jammu and Kashmir,Kasba,2.98
"(91.76520000000005, 26.19640000000004)",28/06/2014 09:00,09:00,"Kharghuli Hills, Assam","Kharghuli Hills, Assam",exact,landslide,rain,medium,unknown,0,0,26.1964,91.7652,India,Assam,Gauhati,1.9
"(74.01130000000006, 15.395600000000059)",05/08/2015 12:10,12:00,"Shantinagar, Ponda","Shantinagar, Ponda",1km,landslide,mining,medium,mine,0,0,15.3956,74.0113,India,Goa,Goa,14.29
"(74.94650000000007, 33.02720000000005)",16/08/2014 23:00,23:00,Jammu and Kashmir between Adhkuwari and Bhawan at Devi Dwar,Jammu and Kashmir between Adhkuwari and Bhawan at Devi Dwar,5km,landslide,downpour,medium,above_road,0,0,33.0272,74.9465,India,Jammu and Kashmir,Riasi,12.68
"(91.85870000000006, 25.970200000000034)",05/10/2014 17:45,18:00,Jorabat-Umiam route,Jorabat-Umiam route,5km,landslide,rain,medium,above_road,1,0,25.9702,91.8587,India,Meghalaya,Pomahi,13.65
"(77.34460000000007, 32.02750000000003)",18/08/2015 15:00,15:00,the Sikh shrine in Manikaran,the Sikh shrine in Manikaran,1km,rock_fall,rain,medium,unknown,8,10,32.0275,77.3446,India,Himachal Pradesh,Himachal Pradesh,8.37
"(76.98320000000007, 31.77660000000003)",09/09/2014 23:00,23:00,Uhl river in Kamand area,Uhl river in Kamand area,5km,landslide,unknown,large,above_river,0,0,31.7766,76.9832,India,Himachal Pradesh,Mandi,8.44
"(76.96830000000006, 9.879000000000076)",05/08/2013 08:00,08:00,"Thadiyambadu Near Painavu, Kerala","Thadiyambadu Near Painavu, Kerala",1km,landslide,monsoon,medium,unknown,2,2,9.879,76.9683,India,Kerala,Devikolam,25.43
"(88.24760000000003, 27.016500000000065)",13/06/2015 06:30,06:00,"Darjeeling Heritage Railway, Darjeeling","Darjeeling Heritage Railway, Darjeeling",1km,landslide,downpour,medium,above_road,0,0,27.0165,88.2476,India,West Bengal,Darjeeling,2.94
"(77.06110000000007, 9.796700000000044)",15/06/2016 09:00,09:00,"Vazhavara, Idukki, Kerala, India","Vazhavara, Idukki, Kerala, India",1km,rock_fall,downpour,medium,unknown,2,1,9.7967,77.0611,India,Kerala,Carda Mom Hills,16.93
"(92.81120000000004, 23.449500000000057)",28/08/2015 01:45,02:00,"Mizoram, India","Mizoram, India",25km,landslide,downpour,large,unknown,0,0,23.4495,92.8112,India,Mizoram,Mizoram,9.74
"(76.47880000000004, 10.053300000000036)",23/07/2013 08:45,09:00,"Vengola, Kerala","Vengola, Kerala",5km,rock_fall,unknown,small,unknown,2,2,10.0533,76.4788,India,Kerala,Kaladi,13.16
"(76.98340000000007, 30.70900000000006)",04/08/2014 23:00,23:00,Thana village,Thana village,10km,complex,downpour,medium,above_road,0,0,30.709,76.9834,India,Haryana,Pinjaur,11.2
"(80.21540000000005, 29.586600000000033)",05/08/2016 23:00,23:00,Bangapani area of Pithoragarh,Bangapani area of Pithoragarh,10km,rock_fall,downpour,small,unknown,1,0,29.5866,80.2154,India,Uttaranchal,Pithoragarh,0.55
"(92.51210000000003, 24.530800000000056)",18/05/2016 08:00,08:00,"Ramchandi , Hailakandi District, Assam, India","Ramchandi , Hailakandi District, Assam, India",1km,landslide,continuous_rain,small,unknown,1,0,24.5308,92.5121,India,Assam,Umednagar,11.05
"(72.88274367200006, 19.17377750600002)",22/07/2010 02:00,02:00,New Mhada Complex in Dindoshi,New Mhada Complex in Dindoshi,1km,landslide,continuous_rain,medium,urban,0,0,19.17377751,72.88274367,India,Maharashtra,Bombay,9.62
"(77.09003076400006, 30.892217233000054)",02/07/2016 09:00,09:00,"Highway 22, near Borag Bypass, near Solan, Himachal Pradesh, India","Highway 22, near Borag Bypass, near Solan, Himachal Pradesh, India",10km,rock_fall,downpour,medium,above_road,1,4,30.89221723,77.09003076,India,Himachal Pradesh,Gannja,9.78
"(78.61792150000008, 30.81350173900006)",05/04/2017 22:00,22:00,Landslide blocks NH-34,"Bhatwari, Uttarkashi, Uttarakhand, India",1km,landslide,downpour,small,above_road,0,0,30.81350174,78.6179215,India,Uttaranchal,Uttarkashi,19.23
"(73.02151508300005, 19.170418007000023)",06/07/2017 04:00,04:00,Landslide blocks Mumbra Bypass Road,"AH47, Dighe, Thane, Maharashtra, 400708",1km,landslide,rain,small,above_road,0,0,19.17041801,73.02151508,India,Maharashtra,Dombivli,7.87
"(91.87113066800003, 25.82601444000005)",09/07/2017 05:00,05:00,Landslide on NH-6,"Pahamrynnai, Ribhoi, Meghalaya",1km,landslide,continuous_rain,small,above_road,0,0,25.82601444,91.87113067,India,Meghalaya,Umran,6.39
"(75.21350070600005, 33.24823883500005)",05/02/2017 00:00,unknown,Seri area Landslide on Srinagar-Jammu Highway,"NH-1A, Banihal, Ramban, Jammu & Kashmir, 182148",1km,landslide,rain,unknown,above_road,0,0,33.24823884,75.21350071,India,Jammu and Kashmir,Chaunkri,18.76
"(77.20355515700004, 31.103126664000058)",02/09/2017 14:00,14:00,Shimla's Dhalli Landslide,"Malyana-Dhalli Road, NH-22, Chamyana, Shimla, Himachal Pradesh, 171006",exact,landslide,rain,medium,above_road,0,0,31.10312666,77.20355516,India,Himachal Pradesh,Simla,12.76
"(94.18315697100007, 28.107569410000053)",20/06/2017 09:00,09:00,Fatal landslide in Gussar circle,"Gussar, Upper Subansiri, Arunachal Pradesh",5km,landslide,rain,medium,unknown,1,0,28.10756941,94.18315697,India,Arunachal Pradesh,Daparijo,13.74
"(76.86905600000006, 11.33975300000003)",24/03/2017 02:00,02:00,Coonoor-Mettupalayam Road Landslip Caused by Broken Pipeline,"Coonoor-Mettupalayam Road, near Kurumbapadi, 10-12 km from Coonoor, Tamil Nadu, India",5km,landslide,leaking_pipe,small,above_road,0,0,11.339753,76.869056,India,Tamil Nadu,Coonoor,8.24
"(74.03027722100006, 34.08452617200004)",25/01/2017 00:00,unknown,"Uri Sector Avalanche in Baramulla District, 60-year-old man dies","Uri, Baramula, Jammu & Kashmir",1km,snow_avalanche,snowfall_snowmelt,medium,natural_slope,1,0,34.08452617,74.03027722,India,Jammu and Kashmir,Uri,1.64
"(77.13685017900008, 31.056326898000066)",06/01/2017 00:00,unknown,Kashapat Road Landslide in Ranpur,"Rampur, Shimla, Himachal Pradesh, India",5km,rock_fall,construction,medium,above_road,4,0,31.0563269,77.13685018,India,Himachal Pradesh,Simla,6.55
"(93.72386429300008, 24.795914206000077)",30/03/2017 00:00,unknown,NH-37 Landslide in the Tamenglong District,"NH-37, between T. Laijang and K. Sinam villages, Tamenglong district, Manipur, 795008",10km,landslide,downpour,small,above_road,0,0,24.79591421,93.72386429,India,Manipur,Oinnam,15
"(75.18163116900007, 33.300440869000056)",03/02/2017 19:00,19:00,Digdol Landslide Blocks NH-44,"NH-1A, Banihal, Ramban, Jammu & Kashmir, 182148",1km,landslide,unknown,medium,above_road,0,0,33.30044087,75.18163117,India,Jammu and Kashmir,Gund,14.91
"(85.15662700000007, 20.94473800000003)",27/03/2017 00:00,unknown,MCL Jagannath Area Landslide,"Mahanadi Coalfields Limited (MCL) Jagannath OCP, Between 20°56'00.0""N 85°08'39.0""E and 20°57'31.0""N 85°10'43.0""E, Coordinates for specific point are Y:20.944738 X:85.156627",5km,landslide,mining,medium,mine,0,0,20.944738,85.156627,India,Orissa,Talcher,8.27
"(77.00009329100004, 30.875435502000073)",26/01/2017 00:00,unknown,Chandigarh-Shimla Highway Landslide Crushes Car near Jabli,"NH-22, Kasauli Sub-District, Solan, Himachal Pradesh, 173209",1km,rock_fall,downpour,small,above_road,0,3,30.8754355,77.00009329,India,Himachal Pradesh,Kalka,7.48
"(91.96302939700007, 25.51826286100004)",15/02/2017 00:00,unknown,Stone Quarry Landslide in Lamlyer,"Mawryngkneng, East Khasi Hills, Meghalaya",1km,landslide,mining,small,mine,2,0,25.51826286,91.9630294,India,Meghalaya,Wahjajer,20.01
"(75.20596207900007, 33.408320109000044)",08/04/2017 00:00,unknown,Landslide on NH-44 at Hingi,"Hingi (??), Ramban, Jammu & Kashmir",50km,landslide,continuous_rain,small,above_road,0,0,33.40832011,75.20596208,India,Jammu and Kashmir,Gund,2.9
"(75.79644800000005, 33.22013800000008)",19/03/2017 00:00,unknown,Batote-Kishtwar NH closed for 3rd day near Drabshalla,"Batote-Doda-Kishtwar NH1B, Kuligarh, near Drabshalla, Kishtwar District, India",10km,landslide,snowfall_snowmelt,medium,above_road,0,0,33.220138,75.796448,India,Jammu and Kashmir,Shandero,1.12
"(93.89896293900006, 24.835073186000045)",09/07/2017 09:00,09:00,Landslide in Langol Laimanai,"Langol Laimanai, Imphal West, Manipur",5km,landslide,continuous_rain,small,natural_slope,0,0,24.83507319,93.89896294,India,Manipur,Manipur,6.59
"(75.81055667900006, 33.175807260000056)",25/02/2017 05:00,05:00,"Batote-Doda-Kishtwar Highway Closed Due to Landslides, Shooting Stones","NH-1B, Kishtwar, Jammu & Kashmir, 182204",5km,rock_fall,rain,medium,above_road,0,0,33.17580726,75.81055668,India,Jammu and Kashmir,Shandero,4.63
"(75.81088888900007, 33.175984192000044)",15/04/2017 15:00,15:00,Landslide blocks road at Drabshalla,"Drabshalla, Lass, Jammu & Kashmir, India",1km,landslide,rain,medium,above_road,0,0,33.17598419,75.81088889,India,Jammu and Kashmir,Shandero,4.63
"(75.19427899100003, 32.99132220700005)",12/04/2017 06:00,06:00,Fatal rockfal at Samroli,"Samroli, Udhampur Sub-District, Udhampur, Jammu & Kashmir, India",1km,rock_fall,rain,small,above_road,1,0,32.99132221,75.19427899,India,Jammu and Kashmir,Udhampur,9.97
"(93.61539278800007, 27.20938410800005)",11/07/2017 16:00,16:00,Large landslide at Laptap village,"Laptap, Papum Pare, Arunachal Pradesh, India",exact,landslide,continuous_rain,large,natural_slope,14,0,27.20938411,93.61539279,India,Arunachal Pradesh,Dafla Hills,46.87
"(75.19440189200003, 33.371973137000055)",27/02/2017 00:00,unknown,Landslides Along 300-km Jammu-Srinagar Highway,"NH-1A, Banihal, Ramban, Jammu & Kashmir, 182145",100km,landslide,snowfall_snowmelt,unknown,above_road,0,0,33.37197314,75.19440189,India,Jammu and Kashmir,Gund,6.9
"(73.36312925900006, 18.769972000000053)",30/01/2017 00:00,unknown,Monkey Hill Tunnel Rock Fall near Khandala Station,"Monkey Hill Tunnel, Khalapur, Raigarh, Maharashtra, 410216",1km,rock_fall,construction,small,engineered_slope,1,3,18.769972,73.36312926,India,Maharashtra,Lonoavale,4.91
